Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
10,3,2013-08-07,9508,790,1,0,0,0
10,4,2013-08-08,12338,1248,1,0,0,0
10,5,2013-08-09,14894,1122,1,1,0,0
10,6,2013-08-10,12580,1415,1,0,0,1
10,1,2013-08-12,11249,1208,1,0,0,0
10,2,2013-08-13,13116,1216,1,0,0,0
10,3,2013-08-14,10132,791,1,0,0,0
10,4,2013-08-15,12430,1069,1,1,0,1
10,5,2013-08-16,12230,1040,1,1,0,0
10,6,2013-08-17,7539,677,1,0,0,0
10,1,2013-08-19,9608,1036,1,0,0,0
10,2,2013-08-20,12229,1125,1,0,0,0
10,3,2013-08-21,9282,706,1,0,0,0
10,4,2013-08-22,13545,1494,1,1,0,0
10,5,2013-08-23,11583,846,1,0,0,0
10,6,2013-08-24,9219,970,1,0,0,0
10,1,2013-08-26,7696,576,1,0,0,0
10,2,2013-08-27,11758,1056,1,0,0,0
10,3,2013-08-28,15157,1400,1,1,0,0
10,4,2013-08-29,12224,1193,1,0,0,0
10,5,2013-08-30,13408,1092,1,1,0,0
10,6,2013-08-31,13399,1653,1,0,0,0
10,1,2013-09-02,12409,1054,1,1,0,0
10,2,2013-09-03,10634,986,1,0,0,0
10,3,2013-09-04,13941,1304,1,0,0,0
10,4,2013-09-05,13979,1234,1,0,0,0
10,5,2013-09-06,12231,1102,1,0,0,0
10,6,2013-09-07,9973,715,1,0,0,0
10,1,2013-09-09,14879,1152,1,1,0,0
10,2,2013-09-10,14577,1332,1,1,0,0
10,3,2013-09-11,13746,1140,1,1,0,1
10,4,2013-09-12,12066,1009,1,0,0,0
10,5,2013-09-13,11542,881,1,0,0,0
10,6,2013-09-14,10677,844,1,1,0,0
10,1,2013-09-16,10205,1026,1,0,0,0
10,2,2013-09-17,13646,1406,1,0,0,0
10,3,2013-09-18,12004,1398,1,1,0,0
10,4,2013-09-19,12166,964,1,0,0,0
10,5,2013-09-20,11845,1362,1,0,b,1
10,6,2013-09-21,9843,777,1,0,c,0
10,1,2013-09-23,12461,907,1,1,0,1
10,2,2013-09-24,10232,873,1,0,0,0
10,3,2013-09-25,9099,666,1,0,0,0
10,4,2013-09-26,12492,1281,1,0,0,0
10,5,2013-09-27,18542,2116,1,1,0,0
10,6,2013-09-28,10765,1140,1,0,0,0
10,1,2013-09-30,14345,1657,1,1,0,0
10,2,2013-10-01,11876,873,1,0,0,0
10,3,2013-10-02,10422,1182,1,0,b,0
10,4,2013-10-03,14227,1522,1,0,0,0
10,5,2013-10-04,13988,1067,1,0,0,0
10,6,2013-10-05,14571,1643,1,1,0,0
10,1,2013-10-07,10741,820,1,0,0,0
10,2,2013-10-08,13963,1376,1,0,0,0
10,3,2013-10-09,10468,758,1,1,0,0
10,4,2013-10-10,12697,923,1,1,0,1
10,5,2013-10-11,11776,1037,1,0,0,0
10,6,2013-10-12,11969,1128,1,0,0,0
10,1,2013-10-14,13778,1573,1,0,0,1
10,2,2013-10-15,12419,1123,1,1,0,0
10,3,2013-10-16,9143,718,1,0,0,0
10,4,2013-10-17,8829,1096,1,0,0,0
10,5,2013-10-18,11030,872,1,0,0,0
10,6,2013-10-19,11784,908,1,0,0,0
10,1,2013-10-21,10786,1264,1,0,0,0
10,2,2013-10-22,8098,735,1,0,0,0
10,3,2013-10-23,8827,1052,1,0,0,0
10,4,2013-10-24,11216,949,1,0,0,0
10,5,2013-10-25,15277,1437,1,1,0,1
10,6,2013-10-26,10068,1019,1,0,0,1
10,1,2013-10-28,9633,1147,1,0,a,0
10,2,2013-10-29,12636,992,1,0,0,0
10,3,2013-10-30,10829,788,1,0,0,0
10,4,2013-10-31,12505,1407,1,0,0,0
10,5,2013-11-01,14528,1384,1,0,0,0
10,6,2013-11-02,15813,1716,1,0,0,0
10,1,2013-11-04,12497,1021,1,0,a,1
10,2,2013-11-05,9452,999,1,0,c,0
10,3,2013-11-06,9490,714,1,1,0,0
10,4,2013-11-07,12623,947,1,0,0,1
10,5,2013-11-08,13655,1642,1,0,0,1
10,6,2013-11-09,13929,1501,1,0,0,0
10,1,2013-11-11,13624,1007,1,1,0,0
10,2,2013-11-12,14467,1219,1,0,0,0
10,3,2013-11-13,11657,1403,1,1,0,0
10,4,2013-11-14,15319,1121,1,1,0,1
10,5,2013-11-15,13037,1031,1,0,0,1
10,6,2013-11-16,14631,1687,1,0,0,0
10,1,2013-11-18,15026,1707,1,1,0,0
10,2,2013-11-19,11644,1266,1,0,0,0
10,3,2013-11-20,10891,1114,1,0,0,0
10,4,2013-11-21,12556,942,1,1,0,1
10,5,2013-11-22,12492,1034,1,1,0,0
10,6,2013-11-23,16482,1754,1,0,0,0
10,1,2013-11-25,10374,936,1,1,0,0
10,2,2013-11-26,13436,1429,1,0,0,0
10,3,2013-11-27,8554,812,1,1,0,0
10,4,2013-11-28,12280,1292,1,0,0,0
10,5,2013-11-29,11750,876,1,0,0,1
10,6,2013-11-30,16376,1346,1,0,0,0
10,1,2013-12-02,16832,1942,1,0,0,0
10,2,2013-12-03,14695,1392,1,1,a,0
10,3,2013-12-04,16447,1383,1,1,0,1
10,4,2013-12-05,15989,1694,1,1,0,1
10,5,2013-12-06,15541,1379,1,0,0,0
10,6,2013-12-07,17265,1731,1,1,0,0
10,1,2013-12-09,17075,1460,1,0,0,0
10,2,2013-12-10,15288,1675,1,1,0,0
10,3,2013-12-11,14872,1272,1,0,0,0
10,4,2013-12-12,12617,966,1,0,0,0
10,5,2013-12-13,15619,1854,1,0,0,0
10,6,2013-12-14,18692,1409,1,0,0,0
10,1,2013-12-16,18200,2097,1,0,0,1
10,2,2013-12-17,10977,823,1,0,0,1
10,3,2013-12-18,15763,1252,1,0,0,0
10,4,2013-12-19,16944,1775,1,0,0,0
10,5,2013-12-20,14959,1280,1,1,0,0
10,6,2013-12-21,18301,1336,1,0,0,0
10,1,2013-12-23,8834,785,1,0,0,0
10,2,2013-12-24,12208,917,1,0,0,0
10,3,2013-12-25,18682,1351,1,0,0,1
10,4,2013-12-26,16892,1966,1,0,0,0
10,5,2013-12-27,10825,1009,1,0,0,0
10,6,2013-12-28,14869,1065,1,0,0,0
10,1,2013-12-30,15019,1542,1,0,0,0
10,2,2013-12-31,15730,1291,1,1,0,0
10,3,2014-01-01,9712,804,1,0,0,0
10,4,2014-01-02,9091,925,1,0,0,0
10,5,2014-01-03,9879,887,1,0,0,0
10,6,2014-01-04,14948,1557,1,0,0,1
10,1,2014-01-06,10900,1227,1,1,0,0
10,2,2014-01-07,9878,961,1,0,0,0
10,3,2014-01-08,11644,1056,1,0,0,0
10,4,2014-01-09,11944,916,1,1,0,0
10,5,2014-01-10,9059,965,1,0,0,0
10,6,2014-01-11,12220,968,1,0,0,1
10,1,2014-01-13,11530,986,1,0,0,0
10,2,2014-01-14,11822,878,1,0,0,0
10,3,2014-01-15,11030,873,1,1,0,0
10,4,2014-01-16,12738,1454,1,0,0,0
10,5,2014-01-17,10890,1044,1,0,0,1
10,6,2014-01-18,9023,766,1,0,c,0
10,1,2014-01-20,12442,1136,1,0,0,0
10,2,2014-01-21,7126,530,1,0,0,0
10,3,2014-01-22,7658,642,1,1,a,0
10,4,2014-01-23,8038,747,1,1,c,0
10,5,2014-01-24,11412,1079,1,0,0,0
10,6,2014-01-25,10449,836,1,0,0,0
10,1,2014-01-27,10495,949,1,0,0,0
10,2,2014-01-28,8927,870,1,0,a,1
10,3,2014-01-29,10677,894,1,1,0,0
10,4,2014-01-30,9449,950,1,0,0,0
10,5,2014-01-31,9280,721,1,0,0,0
10,6,2014-02-01,10448,1177,1,0,0,0
10,1,2014-02-03,11551,1276,1,0,0,0
10,2,2014-02-04,10400,1177,1,0,0,0
10,3,2014-02-05,9948,803,1,0,0,0
10,4,2014-02-06,13113,1026,1,0,0,0
10,5,2014-02-07,10311,1001,1,0,0,0
10,6,2014-02-08,13303,1229,1,0,0,0
10,1,2014-02-10,13873,1442,1,1,0,1
10,2,2014-02-11,11447,973,1,1,0,0
10,3,2014-02-12,8451,891,1,0,0,0
10,4,2014-02-13,8785,1019,1,0,0,0
10,5,2014-02-14,10134,740,1,0,0,0
10,6,2014-02-15,11101,1199,1,0,0,1
10,1,2014-02-17,10731,946,1,1,0,1
10,2,2014-02-18,11825,867,1,0,0,0
10,3,2014-02-19,10939,1045,1,0,0,0
10,4,2014-02-20,11183,1350,1,0,0,0
10,5,2014-02-21,12334,1491,1,0,0,0
10,6,2014-02-22,11263,1076,1,0,0,0
10,1,2014-02-24,9471,754,1,0,0,0
10,2,2014-02-25,8629,795,1,0,0,0
10,3,2014-02-26,10110,1081,1,1,a,0
10,4,2014-02-27,10065,1202,1,0,0,0
10,5,2014-02-28,14450,1747,1,1,0,0
10,6,2014-03-01,12684,1495,1,0,0,1
10,1,2014-03-03,12448,1249,1,1,0,1
10,2,2014-03-04,10025,986,1,0,0,0
10,3,2014-03-05,12278,1033,1,1,0,0
10,4,2014-03-06,12143,1098,1,1,0,0
10,5,2014-03-07,11636,887,1,0,0,0
10,6,2014-03-08,15823,1777,1,1,0,0
10,1,2014-03-10,8339,618,1,1,0,0
10,2,2014-03-11,11689,1098,1,0,0,0
10,3,2014-03-12,13444,993,1,0,0,0
10,4,2014-03-13,10355,1153,1,0,0,0
10,5,2014-03-14,10479,749,1,0,0,0
10,6,2014-03-15,13377,1010,1,1,0,1
10,1,2014-03-17,12090,899,1,1,0,0
10,2,2014-03-18,13149,969,1,1,0,0
10,3,2014-03-19,11067,793,1,0,0,0
10,4,2014-03-20,10933,962,1,1,0,0
10,5,2014-03-21,11975,1259,1,1,0,0
10,6,2014-03-22,14900,1301,1,0,0,1
10,1,2014-03-24,11550,1046,1,0,0,0
10,2,2014-03-25,12725,1538,1,0,0,0
10,3,2014-03-26,8710,936,1,0,0,0
10,4,2014-03-27,10523,753,1,1,0,1
10,5,2014-03-28,9826,897,1,0,0,0
10,6,2014-03-29,15179,1170,1,1,0,0
10,1,2014-03-31,10424,928,1,0,0,0
10,2,2014-04-01,10017,915,1,0,0,0
10,3,2014-04-02,13327,1307,1,0,0,0
10,4,2014-04-03,11771,889,1,0,0,0
10,5,2014-04-04,10592,1267,1,0,0,0
10,6,2014-04-05,16801,1886,1,0,0,0
10,1,2014-04-07,11377,994,1,0,a,0
10,2,2014-04-08,11981,1346,1,1,0,0
10,3,2014-04-09,12422,1225,1,0,0,0
10,4,2014-04-10,14110,1104,1,1,0,1
10,5,2014-04-11,12938,1414,1,1,0,0
10,6,2014-04-12,12680,1481,1,0,0,0
10,1,2014-04-14,9600,1198,1,0,0,0
10,2,2014-04-15,13114,1218,1,0,0,0
10,3,2014-04-16,8963,642,1,1,0,0
10,4,2014-04-17,9117,807,1,0,0,0
10,5,2014-04-18,8471,656,1,0,0,1
10,6,2014-04-19,14669,1170,1,1,0,0
10,1,2014-04-21,13995,1267,1,0,0,0
10,2,2014-04-22,10160,806,1,0,0,0
10,3,2014-04-23,11263,1261,1,0,b,0
10,4,2014-04-24,15328,1651,1,1,0,0
10,5,2014-04-25,11519,970,1,0,0,0
10,6,2014-04-26,9795,773,1,0,0,0
10,1,2014-04-28,13861,1166,1,1,0,0
10,2,2014-04-29,11377,1149,1,0,0,0
10,3,2014-04-30,11750,995,1,0,0,0
10,4,2014-05-01,12391,1483,1,0,0,1
10,5,2014-05-02,12220,915,1,0,0,0
10,6,2014-05-03,13955,1328,1,1,0,0
10,1,2014-05-05,13408,976,1,0,0,0
10,2,2014-05-06,15537,1181,1,1,0,1
10,3,2014-05-07,10207,876,1,0,0,0
10,4,2014-05-08,10478,996,1,1,0,0
10,5,2014-05-09,11800,1269,1,1,0,0
10,6,2014-05-10,12916,1138,1,0,0,1
10,1,2014-05-12,14040,1605,1,1,0,0
10,2,2014-05-13,13425,1168,1,0,0,1
10,3,2014-05-14,15394,1819,1,1,0,0
10,4,2014-05-15,13179,1513,1,0,0,0
10,5,2014-05-16,14110,1077,1,0,0,0
10,6,2014-05-17,11428,863,1,1,0,0
10,1,2014-05-19,12391,934,1,0,0,0
10,2,2014-05-20,10661,1132,1,0,0,0
10,3,2014-05-21,11641,1293,1,1,0,0
10,4,2014-05-22,9966,1053,1,0,0,0
10,5,2014-05-23,11252,870,1,0,0,0
10,6,2014-05-24,11767,873,1,0,0,0
10,1,2014-05-26,10308,1278,1,0,0,0
10,2,2014-05-27,13164,1035,1,0,0,0
10,3,2014-05-28,11329,1402,1,0,0,0
10,4,2014-05-29,11702,953,1,1,0,0
10,5,2014-05-30,13648,1284,1,0,0,0
10,6,2014-05-31,13921,1006,1,0,a,0
10,1,2014-06-02,8856,697,1,0,0,0
10,2,2014-06-03,10111,839,1,1,0,0
10,3,2014-06-04,12249,905,1,0,0,0
10,4,2014-06-05,9968,794,1,1,0,0
10,5,2014-06-06,9996,1009,1,0,0,0
10,6,2014-06-07,10939,1313,1,0,0,0
10,1,2014-06-09,11963,1413,1,1,0,0
10,2,2014-06-10,13635,1652,1,0,0,1
10,3,2014-06-11,14189,1141,1,0,0,0
10,4,2014-06-12,16578,1483,1,1,0,0
10,5,2014-06-13,7956,886,1,0,0,0
10,6,2014-06-14,11492,857,1,0,0,0
10,1,2014-06-16,11672,1008,1,1,0,0
10,2,2014-06-17,8505,649,1,0,0,0
10,3,2014-06-18,13810,1580,1,0,0,0
10,4,2014-06-19,11453,885,1,1,0,0
10,5,2014-06-20,12588,1181,1,0,0,0
10,6,2014-06-21,8971,950,1,0,a,0
10,1,2014-06-23,10854,1102,1,0,0,0
10,2,2014-06-24,14657,1263,1,1,0,0
10,3,2014-06-25,12236,1111,1,0,0,0
10,4,2014-06-26,10035,970,1,0,0,0
10,5,2014-06-27,13818,1079,1,0,0,1
10,6,2014-06-28,13066,1409,1,1,0,0
10,1,2014-06-30,12151,1166,1,1,0,0
10,2,2014-07-01,10401,940,1,0,0,0
10,3,2014-07-02,8417,878,1,0,b,0
10,4,2014-07-03,11934,1186,1,0,0,0
10,5,2014-07-04,12310,1169,1,0,0,0
10,6,2014-07-05,12360,1379,1,0,0,1
10,1,2014-07-07,10582,882,1,0,0,1
10,2,2014-07-08,9018,993,1,1,0,0
10,3,2014-07-09,11404,862,1,0,0,0
10,4,2014-07-10,10198,1170,1,1,0,0
10,5,2014-07-11,11665,1419,1,0,0,0
10,6,2014-07-12,13560,1346,1,0,0,0
10,1,2014-07-14,11733,1147,1,1,0,0
10,2,2014-07-15,13077,1101,1,0,0,0
10,3,2014-07-16,13845,1344,1,1,0,0
10,4,2014-07-17,12275,1052,1,1,0,0
10,5,2014-07-18,10125,932,1,0,0,0
10,6,2014-07-19,14024,1135,1,1,0,0
10,1,2014-07-21,11690,1006,1,0,0,0
10,2,2014-07-22,10951,907,1,0,0,0
10,3,2014-07-23,9753,836,1,1,0,1
10,4,2014-07-24,13116,1436,1,0,0,0
10,5,2014-07-25,12926,1600,1,0,0,0
10,6,2014-07-26,14105,1031,1,1,0,0
10,1,2014-07-28,11291,1193,1,0,0,0
10,2,2014-07-29,13228,1015,1,0,0,0
10,3,2014-07-30,13374,961,1,0,0,0
10,4,2014-07-31,13481,1036,1,0,0,0
10,5,2014-08-01,12046,1443,1,0,0,0
10,6,2014-08-02,13918,1600,1,0,0,1
10,1,2014-08-04,13667,1065,1,0,0,0
10,2,2014-08-05,8391,956,1,1,0,0
10,3,2014-08-06,10678,1180,1,0,0,0
10,4,2014-08-07,12973,1533,1,0,0,0
10,5,2014-08-08,10054,1212,1,0,0,0
10,6,2014-08-09,9205,1113,1,0,0,0
10,1,2014-08-11,13775,1097,1,1,0,0
10,2,2014-08-12,11818,851,1,0,0,1
10,3,2014-08-13,13533,1437,1,0,0,0
10,4,2014-08-14,13176,1526,1,0,0,0
10,5,2014-08-15,12016,987,1,1,0,0
10,6,2014-08-16,14582,1601,1,0,0,1
10,1,2014-08-18,10625,820,1,1,0,0
10,2,2014-08-19,11402,861,1,0,0,1
10,3,2014-08-20,11648,1005,1,0,0,1
10,4,2014-08-21,10007,773,1,0,0,0
10,5,2014-08-22,13181,1001,1,1,0,1
10,6,2014-08-23,12889,1177,1,0,0,0
10,1,2014-08-25,12375,1028,1,1,0,0
10,2,2014-08-26,11217,854,1,0,0,0
10,3,2014-08-27,14700,1059,1,0,0,0
10,4,2014-08-28,13763,984,1,1,0,0
10,5,2014-08-29,12743,917,1,0,0,0
10,6,2014-08-30,13070,1354,1,0,0,0
10,1,2014-09-01,11047,843,1,0,0,0
10,2,2014-09-02,12499,914,1,0,0,0
10,3,2014-09-03,8632,844,1,0,0,1
10,4,2014-09-04,10148,891,1,0,b,0
10,5,2014-09-05,15082,1351,1,1,0,0
10,6,2014-09-06,10284,1028,1,0,0,0
10,1,2014-09-08,11681,1445,1,0,0,0
10,2,2014-09-09,16487,1752,1,1,0,0
10,3,2014-09-10,12423,1536,1,1,0,0
10,4,2014-09-11,12125,1313,1,0,0,1
10,5,2014-09-12,15227,1222,1,0,0,0
10,6,2014-09-13,12594,1504,1,0,0,0
10,1,2014-09-15,12555,1045,1,0,0,0
10,2,2014-09-16,15194,1382,1,1,0,0
10,3,2014-09-17,12739,996,1,1,0,1
10,4,2014-09-18,12149,1467,1,0,0,0
10,5,2014-09-19,14143,1192,1,0,0,0
10,6,2014-09-20,17058,1296,1,0,0,1
10,1,2014-09-22,13473,1007,1,0,0,1
10,2,2014-09-23,12590,1030,1,0,0,0
10,3,2014-09-24,13495,1129,1,0,0,0
10,4,2014-09-25,16213,1822,1,1,0,0
10,5,2014-09-26,11860,1127,1,1,0,0
10,6,2014-09-27,13959,1168,1,0,0,0
10,1,2014-09-29,10053,1047,1,0,0,1
10,2,2014-09-30,13954,999,1,0,0,0
10,3,2014-10-01,11228,1119,1,0,0,0
10,4,2014-10-02,14193,1366,1,1,0,0
10,5,2014-10-03,13571,1558,1,0,0,0
10,6,2014-10-04,14546,1099,1,0,0,0
10,1,2014-10-06,10712,1318,1,0,0,0
10,2,2014-10-07,10721,1123,1,0,0,0
10,3,2014-10-08,10433,941,1,0,0,0
10,4,2014-10-09,12588,984,1,1,0,0
10,5,2014-10-10,12097,1123,1,0,0,0
10,6,2014-10-11,14355,1601,1,0,0,0
10,1,2014-10-13,10439,868,1,0,0,0
10,2,2014-10-14,10296,802,1,0,0,0
10,3,2014-10-15,14204,1382,1,0,0,0
10,4,2014-10-16,11344,962,1,0,0,1
10,5,2014-10-17,14590,1240,1,0,0,0
10,6,2014-10-18,12253,899,1,1,0,0
10,1,2014-10-20,11416,922,1,1,0,0
10,2,2014-10-21,9716,1158,1,0,0,1
10,3,2014-10-22,12548,1157,1,0,0,0
10,4,2014-10-23,11607,846,1,1,0,0
10,5,2014-10-24,11101,850,1,0,0,1
10,6,2014-10-25,18063,1328,1,0,0,0
10,1,2014-10-27,12347,1157,1,1,0,0
10,2,2014-10-28,9773,740,1,1,0,0
10,3,2014-10-29,9254,818,1,0,0,1
10,4,2014-10-30,12282,1321,1,0,0,0
10,5,2014-10-31,9123,687,1,0,0,1
10,6,2014-11-01,13402,1346,1,0,0,0
10,1,2014-11-03,11792,1146,1,0,0,1
10,2,2014-11-04,13498,1551,1,1,0,0
10,3,2014-11-05,12436,1003,1,0,0,0
10,4,2014-11-06,12211,892,1,1,0,0
10,5,2014-11-07,8268,614,1,0,b,0
10,6,2014-11-08,16215,1707,1,1,0,0
10,1,2014-11-10,13467,1472,1,0,0,0
10,2,2014-11-11,11521,1068,1,1,0,0
10,3,2014-11-12,14571,1293,1,0,0,0
10,4,2014-11-13,12748,1034,1,0,0,0
10,5,2014-11-14,13304,1035,1,1,0,1
10,6,2014-11-15,17154,1261,1,0,0,1
10,1,2014-11-17,14958,1173,1,1,0,1
10,2,2014-11-18,14496,1304,1,0,0,0
10,3,2014-11-19,13476,1147,1,1,0,0
10,4,2014-11-20,9754,988,1,1,0,0
10,5,2014-11-21,14840,1096,1,0,0,0
10,6,2014-11-22,15139,1797,1,1,0,0
10,1,2014-11-24,13395,1201,1,0,0,1
10,2,2014-11-25,11087,830,1,0,0,1
10,3,2014-11-26,10150,962,1,0,0,0
10,4,2014-11-27,13524,1323,1,0,0,0
10,5,2014-11-28,11826,1392,1,0,0,0
10,6,2014-11-29,12461,996,1,0,0,0
10,1,2014-12-01,15875,1582,1,1,0,0
10,2,2014-12-02,14776,1538,1,0,0,0
10,3,2014-12-03,11704,1375,1,1,0,0
10,4,2014-12-04,14908,1153,1,1,0,0
10,5,2014-12-05,18402,1407,1,0,0,0
10,6,2014-12-06,15047,1783,1,1,0,0
10,1,2014-12-08,12284,1030,1,0,0,0
10,2,2014-12-09,14025,1304,1,0,0,0
10,3,2014-12-10,13889,1366,1,0,0,0
10,4,2014-12-11,16138,1214,1,0,0,0
10,5,2014-12-12,17024,1787,1,0,0,1
10,6,2014-12-13,17630,1641,1,0,0,0
10,1,2014-12-15,15965,1209,1,0,0,0
10,2,2014-12-16,14004,1525,1,0,0,0
10,3,2014-12-17,15484,1401,1,1,0,0
10,4,2014-12-18,15130,1234,1,0,0,0
10,5,2014-12-19,13196,1134,1,0,0,0
10,6,2014-12-20,19618,1425,1,0,0,0
10,1,2014-12-22,13088,1227,1,0,0,1
10,2,2014-12-23,15658,1345,1,0,0,0
10,3,2014-12-24,16428,1471,1,0,0,0
10,4,2014-12-25,12478,904,1,0,0,0
10,5,2014-12-26,17389,1982,1,0,0,0
10,6,2014-12-27,13132,1034,1,0,0,1
10,1,2014-12-29,15013,1079,1,0,0,0
10,2,2014-12-30,14699,1434,1,0,0,0
10,3,2014-12-31,16139,1933,1,1,0,0
10,4,2015-01-01,11119,1057,1,1,0,0
10,5,2015-01-02,9143,1015,1,0,0,0
10,6,2015-01-03,11275,939,1,1,0,1
10,1,2015-01-05,10484,921,1,0,0,1
10,2,2015-01-06,8961,721,1,0,0,0
10,3,2015-01-07,8367,663,1,0,0,1
10,4,2015-01-08,8800,800,1,0,0,0
10,5,2015-01-09,10843,778,1,1,0,0
10,6,2015-01-10,12525,1411,1,0,0,0
10,1,2015-01-12,10419,938,1,0,0,0
10,2,2015-01-13,9985,1077,1,1,0,0
10,3,2015-01-14,9361,964,1,0,0,0
10,4,2015-01-15,7313,812,1,0,0,0
10,5,2015-01-16,9372,704,1,0,b,0
10,6,2015-01-17,11565,846,1,0,0,0
10,1,2015-01-19,10694,862,1,0,0,0
10,2,2015-01-20,11457,1420,1,0,0,0
10,3,2015-01-21,7175,781,1,1,0,0
10,4,2015-01-22,9732,774,1,1,0,0
10,5,2015-01-23,11424,816,1,1,0,1
10,6,2015-01-24,13844,1678,1,1,0,0
10,1,2015-01-26,9293,1097,1,0,0,0
10,2,2015-01-27,8380,772,1,0,0,1
10,3,2015-01-28,11521,823,1,1,0,0
10,4,2015-01-29,8907,1051,1,0,0,0
10,5,2015-01-30,7642,680,1,0,0,0
10,6,2015-01-31,9544,1010,1,1,b,0
10,1,2015-02-02,9201,703,1,0,0,0
10,2,2015-02-03,10029,721,1,0,0,1
10,3,2015-02-04,9875,755,1,0,0,0
10,4,2015-02-05,10490,806,1,0,0,0
10,5,2015-02-06,9896,1092,1,0,0,1
10,6,2015-02-07,12712,1029,1,0,0,0
10,1,2015-02-09,8923,731,1,1,0,1
10,2,2015-02-10,13287,1026,1,1,0,0
10,3,2015-02-11,11407,883,1,1,0,0
10,4,2015-02-12,8742,743,1,0,b,0
10,5,2015-02-13,10187,758,1,1,0,1
10,6,2015-02-14,11293,1017,1,0,0,0
10,1,2015-02-16,10054,812,1,0,0,0
10,2,2015-02-17,7942,633,1,0,0,0
10,3,2015-02-18,13835,1095,1,0,0,0
10,4,2015-02-19,12529,1182,1,0,0,0
10,5,2015-02-20,12965,1477,1,0,0,0
10,6,2015-02-21,10905,1024,1,0,0,0
10,1,2015-02-23,9694,755,1,1,0,0
10,2,2015-02-24,12709,915,1,0,0,0
10,3,2015-02-25,8966,725,1,0,0,0
10,4,2015-02-26,8348,851,1,1,0,0
10,5,2015-02-27,11538,1285,1,1,0,0
10,6,2015-02-28,10462,993,1,1,0,0
10,1,2015-03-02,14189,1287,1,0,0,0
10,2,2015-03-03,11230,993,1,1,0,1
10,3,2015-03-04,9858,1073,1,1,0,0
10,4,2015-03-05,11964,965,1,0,0,0
10,5,2015-03-06,11718,1020,1,0,0,0
10,6,2015-03-07,12507,1468,1,0,0,0
10,1,2015-03-09,11186,1133,1,0,0,0
10,2,2015-03-10,10204,966,1,0,0,1
10,3,2015-03-11,10386,777,1,0,0,0
10,4,2015-03-12,8964,1017,1,0,0,0
10,5,2015-03-13,10537,757,1,0,0,0
10,6,2015-03-14,9398,728,1,1,0,0
10,1,2015-03-16,10351,773,1,0,0,0
10,2,2015-03-17,7535,572,1,1,0,0
10,3,2015-03-18,11707,1105,1,0,0,0
10,4,2015-03-19,11781,1004,1,1,0,0
10,5,2015-03-20,12660,1343,1,0,0,0
10,6,2015-03-21,10174,913,1,0,0,0
10,1,2015-03-23,14837,1370,1,0,0,0
10,2,2015-03-24,9496,823,1,0,0,0
10,3,2015-03-25,10042,744,1,1,0,0
10,4,2015-03-26,8543,724,1,1,0,0
10,5,2015-03-27,9509,745,1,0,a,0
10,6,2015-03-28,11076,918,1,0,0,0
10,1,2015-03-30,8846,654,1,0,0,0
10,2,2015-03-31,10061,751,1,0,0,0
10,3,2015-04-01,9090,772,1,0,0,0
10,4,2015-04-02,12030,891,1,0,0,0
10,5,2015-04-03,12905,1417,1,1,0,0
10,6,2015-04-04,12723,1271,1,0,0,1
10,1,2015-04-06,10618,1246,1,0,0,0
10,2,2015-04-07,13967,1018,1,0,0,0
10,3,2015-04-08,10931,956,1,0,0,0
10,4,2015-04-09,11603,920,1,0,a,0
10,5,2015-04-10,13722,1089,1,0,0,1
10,6,2015-04-11,13325,1230,1,0,0,0
10,1,2015-04-13,9454,772,1,1,b,0
10,2,2015-04-14,10924,1052,1,0,0,0
10,3,2015-04-15,11936,1379,1,0,0,0
10,4,2015-04-16,12314,1463,1,0,0,1
10,5,2015-04-17,8227,934,1,1,0,0
10,6,2015-04-18,11645,1177,1,0,0,0
10,1,2015-04-20,12486,893,1,1,0,0
10,2,2015-04-21,9915,751,1,0,0,1
10,3,2015-04-22,12772,1331,1,0,0,0
10,4,2015-04-23,11367,1313,1,1,0,0
10,5,2015-04-24,10559,868,1,0,0,0
10,6,2015-04-25,11163,1075,1,0,0,0
10,1,2015-04-27,11724,882,1,0,0,0
10,2,2015-04-28,10920,1119,1,0,0,0
10,3,2015-04-29,8696,672,1,0,0,0
10,4,2015-04-30,11747,1395,1,0,0,0
10,5,2015-05-01,16511,1728,1,1,0,0
10,6,2015-05-02,13753,1177,1,0,0,0
10,1,2015-05-04,11591,1283,1,0,0,0
10,2,2015-05-05,12066,983,1,0,0,0
10,3,2015-05-06,12465,988,1,0,0,0
10,4,2015-05-07,9114,904,1,1,0,0
10,5,2015-05-08,14547,1305,1,0,0,0
10,6,2015-05-09,15940,1170,1,0,0,0
10,1,2015-05-11,15903,1837,1,0,0,0
10,2,2015-05-12,8463,744,1,1,0,0
10,3,2015-05-13,12036,877,1,0,0,0
10,4,2015-05-14,11031,808,1,0,b,0
10,5,2015-05-15,16583,1732,1,1,0,0
10,6,2015-05-16,15014,1183,1,0,0,0
10,1,2015-05-18,12159,1034,1,0,0,0
10,2,2015-05-19,10714,1025,1,1,0,0
10,3,2015-05-20,12218,1183,1,1,0,0
10,4,2015-05-21,14523,1489,1,1,0,1
10,5,2015-05-22,10952,1329,1,0,0,0
10,6,2015-05-23,15090,1088,1,0,0,0
10,1,2015-05-25,8395,649,1,0,0,1
10,2,2015-05-26,10660,865,1,0,0,0
10,3,2015-05-27,12532,1146,1,1,0,0
10,4,2015-05-28,11626,1058,1,1,0,0
